 스테이지,일반 몬스터 체력,일반 몬스터 공격력,일반 몬스터 외공 방어력,일반 몬스터 내공 방어력,보스 몬스터 체력,보스 몬스터 공격력,보스 몬스터 외공 방어력,보스 몬스터 내공 방어력
333.00,1102409185049.66,195.82,0.00,0.00,5512045925248.28,587.47,47400.00,46200.00
334.00,1179577828003.13,197.59,0.00,0.00,5897889140015.66,592.76,47700.00,46350.00
335.00,1262148275963.35,199.37,0.00,0.00,6310741379816.75,598.10,48000.00,46500.00
336.00,1350498655280.79,201.16,0.00,0.00,6752493276403.93,603.48,48300.00,46650.00
337.00,1445033561150.44,202.97,0.00,0.00,7225167805752.20,608.91,48600.00,46800.00
338.00,1546185910430.97,204.80,0.00,0.00,7730929552154.86,614.39,48900.00,46950.00
339.00,1654418924161.14,206.64,0.00,0.00,8272094620805.70,619.92,49200.00,47100.00
340.00,1770228248852.42,208.50,0.00,0.00,8851141244262.10,625.50,49500.00,47250.00
341.00,1894144226272.09,210.38,0.00,0.00,9470721131360.45,631.13,49800.00,47400.00
342.00,2026734322111.14,212.27,0.00,0.00,10133671610555.70,636.81,50100.00,47550.00
343.00,2168605724658.91,214.18,0.00,0.00,10843028623294.60,642.54,50400.00,47700.00
344.00,2320408125385.04,216.11,0.00,0.00,11602040626925.20,648.32,50700.00,47850.00
345.00,2482836694161.99,218.05,0.00,0.00,12414183470810.00,654.16,51000.00,48000.00
346.00,2656635262753.33,220.02,0.00,0.00,13283176313766.70,660.05,51300.00,48150.00
347.00,2842599731146.06,222.00,0.00,0.00,14212998655730.30,665.99,51600.00,48300.00
348.00,3041581712326.29,223.99,0.00,0.00,15207908561631.40,671.98,51900.00,48450.00
349.00,3254492432189.13,226.01,0.00,0.00,16272462160945.60,678.03,52200.00,48600.00
350.00,3482306902442.37,228.04,0.00,0.00,20893841414654.20,684.13,52500.00,48750.00
351.00,3969829868784.30,230.10,0.00,0.00,19849149343921.50,690.29,52800.00,48900.00
352.00,4247717959599.20,232.17,0.00,0.00,21238589797996.00,696.50,49050.00,53100.00
353.00,4545058216771.15,234.26,0.00,0.00,22725291083855.70,702.77,49200.00,53400.00
354.00,4863212291945.13,236.36,0.00,0.00,24316061459725.60,709.09,49350.00,53700.00
355.00,5203637152381.29,238.49,0.00,0.00,26018185761906.40,715.47,49500.00,54000.00
356.00,5567891753047.98,240.64,0.00,0.00,27839458765239.90,721.91,49650.00,54300.00
357.00,5957644175761.33,242.80,0.00,0.00,29788220878806.70,728.41,49800.00,54600.00
358.00,6374679268064.63,244.99,0.00,0.00,31873396340323.10,734.97,49950.00,54900.00
359.00,6820906816829.15,247.19,0.00,0.00,34104534084145.80,741.58,50100.00,55200.00
360.00,7298370294007.19,249.42,0.00,0.00,36491851470036.00,748.26,50250.00,55500.00
361.00,7809256214587.70,251.66,0.00,0.00,39046281072938.50,754.99,50400.00,55800.00
362.00,8355904149608.84,253.93,0.00,0.00,41779520748044.20,761.78,50550.00,56100.00
363.00,8940817440081.46,256.21,0.00,0.00,44704087200407.30,768.64,50700.00,56400.00
364.00,9566674660887.16,258.52,0.00,0.00,47833373304435.80,775.56,50850.00,56700.00
365.00,10236341887149.30,260.85,0.00,0.00,51181709435746.30,782.54,51000.00,57000.00
366.00,10952885819249.70,263.19,0.00,0.00,54764429096248.60,789.58,51150.00,57300.00
367.00,11719587826597.20,265.56,0.00,0.00,58597939132986.00,796.69,51300.00,57600.00
368.00,12539958974459.00,267.95,0.00,0.00,62699794872295.00,803.86,51450.00,57900.00
369.00,13417756102671.10,270.36,0.00,0.00,67088780513355.60,811.09,51600.00,58200.00
370.00,14356999029858.10,272.80,0.00,0.00,71784995149290.50,818.39,51750.00,58500.00
371.00,15361988961948.20,275.25,0.00,0.00,76809944809740.90,825.76,51900.00,58800.00
372.00,16437328189284.50,277.73,0.00,0.00,82186640946422.70,833.19,52050.00,59100.00
373.00,17587941162534.50,280.23,0.00,0.00,87939705812672.30,840.69,52200.00,59400.00
374.00,18819097043911.90,282.75,0.00,0.00,94095485219559.40,848.25,52350.00,59700.00
375.00,20136433836985.70,285.30,0.00,0.00,151023253777393.00,855.89,52500.00,60000.00
376.00,21545984205574.70,287.86,0.00,0.00,107729921027874.00,863.59,52650.00,60300.00
377.00,23054203099964.90,290.45,0.00,0.00,115271015499825.00,871.36,60600.00,60600.00
378.00,24667997316962.50,293.07,0.00,0.00,123339986584812.00,879.21,60900.00,60900.00
379.00,26394757129149.90,295.71,0.00,0.00,131973785645749.00,887.12,61200.00,61200.00
380.00,28242390128190.40,298.37,0.00,0.00,141211950640952.00,895.10,61500.00,61500.00
381.00,32196324746137.00,301.05,0.00,0.00,160981623730685.00,903.16,61800.00,61800.00
382.00,34450067478366.60,303.76,0.00,0.00,172250337391833.00,911.29,62100.00,62100.00
383.00,36861572201852.30,306.50,0.00,0.00,184307861009261.00,919.49,62400.00,62400.00
384.00,39441882255981.90,309.25,0.00,0.00,197209411279910.00,927.76,62700.00,62700.00
385.00,42202814013900.70,312.04,0.00,0.00,211014070069503.00,936.11,63000.00,63000.00
386.00,45157010994873.70,314.85,0.00,0.00,225785054974369.00,944.54,63300.00,63300.00
387.00,48318001764514.90,317.68,0.00,0.00,241590008822574.00,953.04,63600.00,63600.00
388.00,51700261888030.90,320.54,0.00,0.00,258501309440155.00,961.62,63900.00,63900.00
389.00,55319280220193.10,323.42,0.00,0.00,276596401100965.00,970.27,64200.00,64200.00
390.00,59191629835606.60,326.34,0.00,0.00,295958149178033.00,979.01,64500.00,64500.00
391.00,67478458012591.50,329.27,0.00,0.00,337392290062958.00,987.82,64800.00,64800.00
392.00,72201950073472.90,332.24,0.00,0.00,361009750367365.00,996.71,65100.00,65100.00
393.00,77256086578616.00,335.23,0.00,0.00,386280432893080.00,1005.68,65400.00,65400.00
394.00,82664012639119.20,338.24,0.00,0.00,413320063195596.00,1014.73,65700.00,65700.00
395.00,88450493523857.50,341.29,0.00,0.00,442252467619288.00,1023.86,66000.00,66000.00
396.00,94642028070527.50,344.36,0.00,0.00,473210140352638.00,1033.08,66300.00,66300.00
397.00,101266970035464.00,347.46,0.00,0.00,506334850177322.00,1042.37,66600.00,66600.00
398.00,108355657937947.00,350.58,0.00,0.00,541778289689735.00,1051.75,66900.00,66900.00
399.00,115940553993603.00,353.74,0.00,0.00,579702769968016.00,1061.22,67200.00,67200.00
400.00,124056392773156.00,356.92,0.00,0.00,930422945798666.00,1070.77,67500.00,67500.00
401.00,132740340267276.00,360.14,0.00,0.00,663701701336382.00,1080.41,67500.00,67500.00
402.00,142032164085986.00,363.38,0.00,0.00,710160820429929.00,1090.13,67500.00,67500.00
403.00,151974415572005.00,366.65,0.00,0.00,759872077860024.00,1099.94,67500.00,67500.00
404.00,162612624662045.00,369.95,0.00,0.00,813063123310226.00,1109.84,67500.00,67500.00
405.00,173995508388388.00,373.28,0.00,0.00,869977541941941.00,1119.83,67500.00,67500.00
406.00,186175193975575.00,376.64,0.00,0.00,930875969877877.00,1129.91,67500.00,67500.00
407.00,199207457553866.00,380.03,0.00,0.00,996037287769329.00,1140.08,67500.00,67500.00
408.00,213151979582636.00,383.45,0.00,0.00,1065759897913180.00,1150.34,67500.00,67500.00
409.00,228072618153421.00,386.90,0.00,0.00,1140363090767100.00,1160.69,67500.00,67500.00
410.00,244037701424160.00,390.38,0.00,0.00,1220188507120800.00,1171.14,67500.00,67500.00
411.00,261120340523852.00,393.89,0.00,0.00,1305601702619260.00,1181.68,67500.00,67500.00
412.00,279398764360521.00,397.44,0.00,0.00,1396993821802610.00,1192.31,67500.00,67500.00
413.00,298956677865758.00,401.01,0.00,0.00,1494783389328790.00,1203.04,67500.00,67500.00
414.00,319883645316361.00,404.62,0.00,0.00,1599418226581800.00,1213.87,67500.00,67500.00
415.00,342275500488506.00,408.27,0.00,0.00,1711377502442530.00,1224.80,67500.00,67500.00
416.00,366234785522702.00,411.94,0.00,0.00,1831173927613510.00,1235.82,67500.00,67500.00
417.00,391871220509291.00,415.65,0.00,0.00,1959356102546450.00,1246.94,67500.00,67500.00
418.00,419302205944941.00,419.39,0.00,0.00,2096511029724710.00,1258.16,67500.00,67500.00
419.00,448653360361087.00,423.16,0.00,0.00,2243266801805430.00,1269.49,67500.00,67500.00
420.00,480059095586363.00,426.97,0.00,0.00,2400295477931820.00,1280.91,67500.00,67500.00
421.00,513663232277408.00,430.81,0.00,0.00,2568316161387040.00,1292.44,67500.00,67500.00
422.00,549619658536827.00,434.69,0.00,0.00,2748098292684140.00,1304.07,67500.00,67500.00
423.00,588093034634405.00,438.60,0.00,0.00,2940465173172030.00,1315.81,67500.00,67500.00
424.00,629259547058813.00,442.55,0.00,0.00,3146297735294070.00,1327.65,67500.00,67500.00
425.00,673307715352930.00,446.53,0.00,0.00,4039846292117580.00,1339.60,67500.00,67500.00
426.00,720439255427636.00,450.55,0.00,0.00,3602196277138180.00,1351.66,67800.00,67650.00
427.00,770870003307570.00,454.61,0.00,0.00,3854350016537850.00,1363.82,68100.00,67800.00
428.00,824830903539100.00,458.70,0.00,0.00,4124154517695500.00,1376.10,68400.00,67950.00
429.00,882569066786837.00,462.83,0.00,0.00,4412845333934190.00,1388.48,68700.00,68100.00
430.00,944348901461916.00,466.99,0.00,0.00,4721744507309580.00,1400.98,69000.00,68250.00
431.00,1010453324564250.00,471.20,0.00,0.00,5052266622821250.00,1413.59,69300.00,68400.00
432.00,1081185057283750.00,475.44,0.00,0.00,5405925286418740.00,1426.31,69600.00,68550.00
433.00,1156868011293610.00,479.72,0.00,0.00,5784340056468050.00,1439.15,69900.00,68700.00
434.00,1237848772084160.00,484.03,0.00,0.00,6189243860420810.00,1452.10,70200.00,68850.00
435.00,1324498186130050.00,488.39,0.00,0.00,6622490930650270.00,1465.17,70500.00,69000.00
436.00,1417213059159160.00,492.78,0.00,0.00,7086065295795790.00,1478.35,70800.00,69150.00
437.00,1516417973300300.00,497.22,0.00,0.00,7582089866501490.00,1491.66,71100.00,69300.00
438.00,1622567231431320.00,501.69,0.00,0.00,8112836157156600.00,1505.08,71400.00,69450.00
439.00,1736146937631510.00,506.21,0.00,0.00,8680734688157560.00,1518.63,71700.00,69600.00
440.00,1857677223265720.00,510.77,0.00,0.00,9288386116328590.00,1532.30,72000.00,69750.00
441.00,1987714628894320.00,515.36,0.00,0.00,9938573144471590.00,1546.09,72300.00,69900.00
442.00,2126854652916920.00,520.00,0.00,0.00,10634273264584600.00,1560.00,72600.00,70050.00
443.00,2275734478621110.00,524.68,0.00,0.00,11378672393105500.00,1574.04,72900.00,70200.00
444.00,2435035892124580.00,529.40,0.00,0.00,12175179460622900.00,1588.21,73200.00,70350.00
445.00,2605488404573300.00,534.17,0.00,0.00,13027442022866500.00,1602.50,73500.00,70500.00
446.00,2787872592893440.00,538.98,0.00,0.00,13939362964467200.00,1616.93,73800.00,70650.00
447.00,2983023674395980.00,543.83,0.00,0.00,14915118371979900.00,1631.48,74100.00,70800.00
448.00,3191835331603690.00,548.72,0.00,0.00,15959176658018500.00,1646.16,74400.00,70950.00
449.00,3415263804815950.00,553.66,0.00,0.00,17076319024079800.00,1660.98,74700.00,71100.00
450.00,3654332271153070.00,558.64,0.00,0.00,21925993626918400.00,1675.93,75000.00,71250.00
451.00,4165938789114500.00,563.67,0.00,0.00,20829693945572500.00,1691.01,75300.00,71400.00
452.00,4457554504352520.00,568.74,0.00,0.00,22287772521762600.00,1706.23,71550.00,75600.00
453.00,4769583319657190.00,573.86,0.00,0.00,23847916598286000.00,1721.58,71700.00,75900.00
454.00,5103454152033200.00,579.03,0.00,0.00,25517270760166000.00,1737.08,71850.00,76200.00
455.00,5460695942675520.00,584.24,0.00,0.00,27303479713377600.00,1752.71,72000.00,76500.00
456.00,5842944658662810.00,589.50,0.00,0.00,29214723293314000.00,1768.49,72150.00,76800.00
457.00,6251950784769200.00,594.80,0.00,0.00,31259753923846000.00,1784.40,72300.00,77100.00
458.00,6689587339703050.00,600.15,0.00,0.00,33447936698515200.00,1800.46,72450.00,77400.00
459.00,7157858453482260.00,605.56,0.00,0.00,35789292267411300.00,1816.67,72600.00,77700.00
460.00,7658908545226020.00,611.01,0.00,0.00,38294542726130100.00,1833.02,72750.00,78000.00
461.00,8195032143391840.00,616.50,0.00,0.00,40975160716959200.00,1849.51,72900.00,78300.00
462.00,8768684393429270.00,622.05,0.00,0.00,43843421967146400.00,1866.16,73050.00,78600.00
463.00,9382492300969320.00,627.65,0.00,0.00,46912461504846600.00,1882.96,73200.00,78900.00
464.00,10039266762037200.00,633.30,0.00,0.00,50196333810185900.00,1899.90,73350.00,79200.00
465.00,10742015435379800.00,639.00,0.00,0.00,53710077176898900.00,1917.00,73500.00,79500.00
466.00,11493956515856400.00,644.75,0.00,0.00,57469782579281800.00,1934.25,73650.00,79800.00
467.00,12298533471966300.00,650.55,0.00,0.00,61492667359831600.00,1951.66,73800.00,80100.00
468.00,13159430815004000.00,656.41,0.00,0.00,65797154075019800.00,1969.23,73950.00,80400.00
469.00,14080590972054200.00,662.32,0.00,0.00,70402954860271200.00,1986.95,74100.00,80700.00
470.00,15066232340098000.00,668.28,0.00,0.00,75331161700490200.00,2004.83,74250.00,81000.00
471.00,16120868603904900.00,674.29,0.00,0.00,80604343019524500.00,2022.88,74400.00,81300.00
472.00,17249329406178200.00,680.36,0.00,0.00,86246647030891200.00,2041.08,74550.00,81600.00
473.00,18456782464610700.00,686.48,0.00,0.00,92283912323053600.00,2059.45,74700.00,81900.00
474.00,19748757237133500.00,692.66,0.00,0.00,98743786185667400.00,2077.99,74850.00,82200.00
475.00,21131170243732800.00,698.90,0.00,0.00,158483776827996000.00,2096.69,75000.00,82500.00
476.00,22610352160794100.00,705.19,0.00,0.00,113051760803971000.00,2115.56,75150.00,82800.00
477.00,24193076812049700.00,711.53,0.00,0.00,120965384060249000.00,2134.60,83100.00,83100.00
478.00,25886592188893200.00,717.94,0.00,0.00,129432960944466000.00,2153.81,83400.00,83400.00
479.00,27698653642115700.00,724.40,0.00,0.00,138493268210579000.00,2173.20,83700.00,83700.00
480.00,29637559397063800.00,730.92,0.00,0.00,148187796985319000.00,2192.75,84000.00,84000.00
481.00,33786817712652700.00,737.50,0.00,0.00,168934088563264000.00,2212.49,84300.00,84300.00
482.00,36151894952538400.00,744.13,0.00,0.00,180759474762692000.00,2232.40,84600.00,84600.00
483.00,38682527599216100.00,750.83,0.00,0.00,193412637996081000.00,2252.49,84900.00,84900.00
484.00,41390304531161200.00,757.59,0.00,0.00,206951522655806000.00,2272.77,85200.00,85200.00
485.00,44287625848342500.00,764.41,0.00,0.00,221438129241713000.00,2293.22,85500.00,85500.00
486.00,47387759657726500.00,771.29,0.00,0.00,236938798288633000.00,2313.86,85800.00,85800.00
487.00,50704902833767400.00,778.23,0.00,0.00,253524514168837000.00,2334.68,86100.00,86100.00
488.00,54254246032131100.00,785.23,0.00,0.00,271271230160655000.00,2355.70,86400.00,86400.00
489.00,58052043254380300.00,792.30,0.00,0.00,290260216271901000.00,2376.90,86700.00,86700.00
490.00,62115686282186900.00,799.43,0.00,0.00,310578431410934000.00,2398.29,87000.00,87000.00
491.00,70811882361693000.00,806.62,0.00,0.00,354059411808465000.00,2419.87,87300.00,87300.00
492.00,75768714127011600.00,813.88,0.00,0.00,378843570635058000.00,2441.65,87600.00,87600.00
493.00,81072524115902400.00,821.21,0.00,0.00,405362620579512000.00,2463.63,87900.00,87900.00
494.00,86747600804015500.00,828.60,0.00,0.00,433738004020078000.00,2485.80,88200.00,88200.00
495.00,92819932860296600.00,836.06,0.00,0.00,464099664301483000.00,2508.17,88500.00,88500.00
496.00,99317328160517400.00,843.58,0.00,0.00,496586640802587000.00,2530.75,88800.00,88800.00
497.00,106269541131754000.00,851.17,0.00,0.00,531347705658768000.00,2553.52,89100.00,89100.00
498.00,113708409010976000.00,858.83,0.00,0.00,568542045054882000.00,2576.50,89400.00,89400.00
499.00,121667997641745000.00,866.56,0.00,0.00,608339988208724000.00,2599.69,89700.00,89700.00
500.00,130184757476667000.00,874.36,0.00,0.00,976385681075002000.00,2623.09,90000.00,90000.00
501.00,139297690500034000.00,882.23,0.00,0.00,696488452500168000.00,2646.70,90000.00,90000.00
502.00,149048528835036000.00,890.17,0.00,0.00,745242644175180000.00,2670.52,90000.00,90000.00
503.00,159481925853488000.00,898.18,0.00,0.00,797409629267442000.00,2694.55,90000.00,90000.00
504.00,170645660663233000.00,906.27,0.00,0.00,853228303316163000.00,2718.80,90000.00,90000.00
505.00,182590856909659000.00,914.42,0.00,0.00,912954284548295000.00,2743.27,90000.00,90000.00
506.00,195372216893335000.00,922.65,0.00,0.00,976861084466675000.00,2767.96,90000.00,90000.00
507.00,209048272075869000.00,930.96,0.00,0.00,1045241360379340000.00,2792.87,90000.00,90000.00
508.00,223681651121179000.00,939.34,0.00,0.00,1118408255605900000.00,2818.01,90000.00,90000.00
509.00,239339366699662000.00,947.79,0.00,0.00,1196696833498310000.00,2843.37,90000.00,90000.00
510.00,256093122368638000.00,956.32,0.00,0.00,1280465611843190000.00,2868.96,90000.00,90000.00
511.00,274019640934443000.00,964.93,0.00,0.00,1370098204672210000.00,2894.78,90000.00,90000.00
512.00,293201015799854000.00,973.61,0.00,0.00,1466005078999270000.00,2920.84,90000.00,90000.00
513.00,313725086905844000.00,982.37,0.00,0.00,1568625434529220000.00,2947.12,90000.00,90000.00
514.00,335685842989253000.00,991.22,0.00,0.00,1678429214946260000.00,2973.65,90000.00,90000.00
515.00,359183851998501000.00,1000.14,0.00,0.00,1795919259992500000.00,3000.41,90000.00,90000.00
516.00,384326721638396000.00,1009.14,0.00,0.00,1921633608191980000.00,3027.41,90000.00,90000.00
517.00,411229592153083000.00,1018.22,0.00,0.00,2056147960765420000.00,3054.66,90000.00,90000.00
518.00,440015663603799000.00,1027.38,0.00,0.00,2200078318019000000.00,3082.15,90000.00,90000.00
519.00,470816760056065000.00,1036.63,0.00,0.00,2354083800280330000.00,3109.89,90000.00,90000.00
520.00,503773933259990000.00,1045.96,0.00,0.00,2518869666299950000.00,3137.88,90000.00,90000.00
521.00,539038108588189000.00,1055.37,0.00,0.00,2695190542940950000.00,3166.12,90000.00,90000.00
522.00,576770776189362000.00,1064.87,0.00,0.00,2883853880946810000.00,3194.62,90000.00,90000.00
523.00,617144730522618000.00,1074.46,0.00,0.00,3085723652613090000.00,3223.37,90000.00,90000.00
524.00,660344861659201000.00,1084.13,0.00,0.00,3301724308296010000.00,3252.38,90000.00,90000.00
525.00,706569001975345000.00,1093.88,0.00,0.00,4239414011852070000.00,3281.65,90000.00,90000.00
526.00,756028832113620000.00,1103.73,0.00,0.00,3780144160568100000.00,3311.19,90300.00,90150.00
527.00,808950850361573000.00,1113.66,0.00,0.00,4044754251807860000.00,3340.99,90600.00,90300.00
528.00,865577409886883000.00,1123.69,0.00,0.00,4327887049434420000.00,3371.06,90900.00,90450.00
529.00,926167828578965000.00,1133.80,0.00,0.00,4630839142894830000.00,3401.39,91200.00,90600.00
530.00,990999576579493000.00,1144.00,0.00,0.00,4954997882897460000.00,3432.01,91500.00,90750.00
531.00,1060369546940060000.00,1154.30,0.00,0.00,5301847734700290000.00,3462.90,91800.00,90900.00
532.00,1134595415225860000.00,1164.69,0.00,0.00,5672977076129310000.00,3494.06,92100.00,91050.00
533.00,1214017094291670000.00,1175.17,0.00,0.00,6070085471458360000.00,3525.51,92400.00,91200.00
534.00,1298998290892090000.00,1185.75,0.00,0.00,6494991454460440000.00,3557.24,92700.00,91350.00
535.00,1389928171254530000.00,1196.42,0.00,0.00,6949640856272680000.00,3589.25,93000.00,91500.00
536.00,1487223143242350000.00,1207.19,0.00,0.00,7436115716211760000.00,3621.56,93300.00,91650.00
537.00,1591328763269320000.00,1218.05,0.00,0.00,7956643816346590000.00,3654.15,93600.00,91800.00
538.00,1702721776698170000.00,1229.01,0.00,0.00,8513608883490850000.00,3687.04,93900.00,91950.00
539.00,1821912301067040000.00,1240.07,0.00,0.00,9109561505335210000.00,3720.22,94200.00,92100.00
540.00,1949446162141730000.00,1251.23,0.00,0.00,9747230810708670000.00,3753.70,94500.00,92250.00
541.00,2085907393491660000.00,1262.50,0.00,0.00,10429536967458300000.00,3787.49,94800.00,92400.00
542.00,2231920911036070000.00,1273.86,0.00,0.00,11159604555180400000.00,3821.57,95100.00,92550.00
543.00,2388155374808600000.00,1285.32,0.00,0.00,11940776874043000000.00,3855.97,95400.00,92700.00
544.00,2555326251045200000.00,1296.89,0.00,0.00,12776631255226000000.00,3890.67,95700.00,92850.00
545.00,2734199088618360000.00,1308.56,0.00,0.00,13670995443091800000.00,3925.69,96000.00,93000.00
546.00,2925593024821650000.00,1320.34,0.00,0.00,14627965124108200000.00,3961.02,96300.00,93150.00
547.00,3130384536559160000.00,1332.22,0.00,0.00,15651922682795800000.00,3996.67,96600.00,93300.00
548.00,3349511454118310000.00,1344.21,0.00,0.00,16747557270591500000.00,4032.64,96900.00,93450.00
549.00,3583977255906590000.00,1356.31,0.00,0.00,17919886279532900000.00,4068.93,97200.00,93600.00
550.00,3834855663820050000.00,1368.52,0.00,0.00,23009133982920300000.00,4105.55,97500.00,93750.00
551.00,4371735456754860000.00,1380.83,0.00,0.00,21858677283774300000.00,4142.50,97800.00,93900.00
552.00,4677756938727700000.00,1393.26,0.00,0.00,23388784693638500000.00,4179.78,94050.00,98100.00
553.00,5005199924438630000.00,1405.80,0.00,0.00,25025999622193200000.00,4217.40,94200.00,98400.00
554.00,5355563919149340000.00,1418.45,0.00,0.00,26777819595746700000.00,4255.36,94350.00,98700.00
555.00,5730453393489790000.00,1431.22,0.00,0.00,28652266967449000000.00,4293.66,94500.00,99000.00
556.00,6131585131034080000.00,1444.10,0.00,0.00,30657925655170400000.00,4332.30,94650.00,99300.00
557.00,6560796090206470000.00,1457.10,0.00,0.00,32803980451032300000.00,4371.29,94800.00,99600.00
558.00,7020051816520920000.00,1470.21,0.00,0.00,35100259082604600000.00,4410.63,94950.00,99900.00
559.00,7511455443677380000.00,1483.44,0.00,0.00,37557277218386900000.00,4450.33,95100.00,100200.00
560.00,8037257324734800000.00,1496.79,0.00,0.00,40186286623674000000.00,4490.38,95250.00,100500.00
561.00,8599865337466240000.00,1510.26,0.00,0.00,42999326687331200000.00,4530.79,95400.00,100800.00
562.00,9201855911088880000.00,1523.86,0.00,0.00,46009279555444400000.00,4571.57,95550.00,101100.00
563.00,9845985824865100000.00,1537.57,0.00,0.00,49229929124325500000.00,4612.72,95700.00,101400.00
564.00,10535204832605700000.00,1551.41,0.00,0.00,52676024163028300000.00,4654.23,95850.00,101700.00
565.00,11272669170888100000.00,1565.37,0.00,0.00,56363345854440300000.00,4696.12,96000.00,102000.00
566.00,12061756012850200000.00,1579.46,0.00,0.00,60308780064251100000.00,4738.38,96150.00,102300.00
567.00,12906078933749700000.00,1593.68,0.00,0.00,64530394668748700000.00,4781.03,96300.00,102600.00
568.00,13809504459112200000.00,1608.02,0.00,0.00,69047522295561100000.00,4824.06,96450.00,102900.00
569.00,14776169771250100000.00,1622.49,0.00,0.00,73880848856250300000.00,4867.47,96600.00,103200.00
570.00,15810501655237600000.00,1637.09,0.00,0.00,79052508276187900000.00,4911.28,96750.00,103500.00
571.00,16917236771104200000.00,1651.83,0.00,0.00,84586183855521000000.00,4955.48,96900.00,103800.00
572.00,18101443345081500000.00,1666.69,0.00,0.00,90507216725407500000.00,5000.08,97050.00,104100.00
573.00,19368544379237200000.00,1681.69,0.00,0.00,96842721896186000000.00,5045.08,97200.00,104400.00
574.00,20724342485783800000.00,1696.83,0.00,0.00,103621712428919000000.00,5090.49,97350.00,104700.00
575.00,22175046459788700000.00,1712.10,0.00,0.00,166312848448415000000.00,5136.30,97500.00,105000.00
576.00,23727299711973900000.00,1727.51,0.00,0.00,118636498559869000000.00,5182.53,97650.00,105300.00
577.00,25388210691812100000.00,1743.06,0.00,0.00,126941053459060000000.00,5229.17,105600.00,105600.00
578.00,27165385440238900000.00,1758.75,0.00,0.00,135826927201195000000.00,5276.24,105900.00,105900.00
579.00,29066962421055600000.00,1774.57,0.00,0.00,145334812105278000000.00,5323.72,106200.00,106200.00
580.00,31101649790529500000.00,1790.55,0.00,0.00,155508248952648000000.00,5371.64,106500.00,106500.00
581.00,35455880761203700000.00,1806.66,0.00,0.00,177279403806018000000.00,5419.98,106800.00,106800.00
582.00,37937792414487900000.00,1822.92,0.00,0.00,189688962072440000000.00,5468.76,107100.00,107100.00
583.00,40593437883502100000.00,1839.33,0.00,0.00,202967189417510000000.00,5517.98,107400.00,107400.00
584.00,43434978535347200000.00,1855.88,0.00,0.00,217174892676736000000.00,5567.64,107700.00,107700.00
585.00,46475427032821500000.00,1872.58,0.00,0.00,232377135164108000000.00,5617.75,108000.00,108000.00
586.00,49728706925119000000.00,1889.44,0.00,0.00,248643534625595000000.00,5668.31,108300.00,108300.00
587.00,53209716409877400000.00,1906.44,0.00,0.00,266048582049387000000.00,5719.32,108600.00,108600.00
588.00,56934396558568800000.00,1923.60,0.00,0.00,284671982792844000000.00,5770.80,108900.00,108900.00
589.00,60919804317668600000.00,1940.91,0.00,0.00,304599021588343000000.00,5822.73,109200.00,109200.00
590.00,65184190619905400000.00,1958.38,0.00,0.00,325920953099527000000.00,5875.14,109500.00,109500.00
591.00,74309977306692200000.00,1976.01,0.00,0.00,371549886533461000000.00,5928.02,109800.00,109800.00
592.00,79511675718160600000.00,1993.79,0.00,0.00,397558378590803000000.00,5981.37,110100.00,110100.00
593.00,85077493018431900000.00,2011.73,0.00,0.00,425387465092159000000.00,6035.20,110400.00,110400.00
594.00,91032917529722100000.00,2029.84,0.00,0.00,455164587648610000000.00,6089.52,110700.00,110700.00
595.00,97405221756802700000.00,2048.11,0.00,0.00,487026108784013000000.00,6144.32,111000.00,111000.00
596.00,104223587279779000000.00,2066.54,0.00,0.00,521117936398894000000.00,6199.62,111300.00,111300.00
597.00,111519238389363000000.00,2085.14,0.00,0.00,557596191946817000000.00,6255.42,111600.00,111600.00
598.00,119325585076619000000.00,2103.91,0.00,0.00,596627925383094000000.00,6311.72,111900.00,111900.00
599.00,127678376031982000000.00,2122.84,0.00,0.00,638391880159911000000.00,6368.52,112200.00,112200.00
600.00,136615862354221000000.00,2141.95,0.00,0.00,1024618967656660000000.00,6425.84,112500.00,112500.00
601.00,161206717577981000000.00,2161.22,0.00,0.00,806033587889903000000.00,6483.67,112500.00,112500.00
602.00,172491187808439000000.00,2180.67,0.00,0.00,862455939042197000000.00,6542.02,112500.00,112500.00
603.00,184565570955030000000.00,2200.30,0.00,0.00,922827854775150000000.00,6600.90,112500.00,112500.00
604.00,197485160921882000000.00,2220.10,0.00,0.00,987425804609411000000.00,6660.31,112500.00,112500.00
605.00,211309122186414000000.00,2240.08,0.00,0.00,1056545610932070000000.00,6720.25,112500.00,112500.00
606.00,226100760739463000000.00,2260.25,0.00,0.00,1130503803697320000000.00,6780.74,112500.00,112500.00
607.00,241927813991225000000.00,2280.59,0.00,0.00,1209639069956130000000.00,6841.76,112500.00,112500.00
608.00,258862760970611000000.00,2301.11,0.00,0.00,1294313804853060000000.00,6903.34,112500.00,112500.00
609.00,276983154238554000000.00,2321.82,0.00,0.00,1384915771192770000000.00,6965.47,112500.00,112500.00
610.00,296371975035253000000.00,2342.72,0.00,0.00,1481859875176260000000.00,7028.16,112500.00,112500.00
611.00,317118013287721000000.00,2363.80,0.00,0.00,1585590066438600000000.00,7091.41,112500.00,112500.00
612.00,339316274217861000000.00,2385.08,0.00,0.00,1696581371089300000000.00,7155.23,112500.00,112500.00
613.00,363068413413111000000.00,2406.54,0.00,0.00,1815342067065560000000.00,7219.63,112500.00,112500.00
614.00,388483202352029000000.00,2428.20,0.00,0.00,1942416011760150000000.00,7284.61,112500.00,112500.00
