 스테이지|일반 몬스터 체력|일반 몬스터 공격력|일반 몬스터 외공 방어력|일반 몬스터 내공 방어력|보스 몬스터 체력|보스 몬스터 공격력|보스 몬스터 외공 방어력|보스 몬스터 내공 방어력
349|1808051351216.18|45.20|0.00|0.00|27072296696951.90|135.61|44700.00|41100.00
350|1934614945801.31|45.61|0.00|0.00|33067756147745.90|136.83|45000.00|41250.00
351|2205461038213.50|46.02|0.00|0.00|29277757735615.40|138.06|41550.00|45150.00
352|2359843310888.44|46.43|0.00|0.00|31637601046953.80|139.30|41850.00|45300.00
353|2525032342650.63|46.85|0.00|0.00|34162633390054.40|140.55|42150.00|45450.00
354|2701784606636.18|47.27|0.00|0.00|36864417997140.60|141.82|42450.00|45600.00
355|2890909529100.71|47.70|0.00|0.00|39755327526691.30|143.09|42750.00|45750.00
356|3093273196137.76|48.13|0.00|0.00|42848600723279.10|144.38|43050.00|45900.00
357|3309802319867.41|48.56|0.00|0.00|46158403043596.50|145.68|43350.00|46050.00
358|3541488482258.12|49.00|0.00|0.00|49699891526304.60|146.99|43650.00|46200.00
359|3789392676016.19|49.44|0.00|0.00|53489284202770.80|148.32|43950.00|46350.00
360|4054650163337.33|49.88|0.00|0.00|57543934366558.10|149.65|44250.00|46500.00
361|4338475674770.94|50.33|0.00|0.00|61882410041779.10|151.00|44550.00|46650.00
362|4642168972004.91|50.79|0.00|0.00|66524579014234.00|152.36|44850.00|46800.00
363|4967120800045.25|51.24|0.00|0.00|71491699814729.20|153.73|45150.00|46950.00
364|5314819256048.42|51.70|0.00|0.00|76806519071227.60|155.11|45450.00|47100.00
365|5686856603971.81|52.17|0.00|0.00|82493375675649.50|156.51|45750.00|47250.00
366|6084936566249.84|52.64|0.00|0.00|88578312242349.30|157.92|46050.00|47400.00
367|6510882125887.32|53.11|0.00|0.00|95089194368686.60|159.34|46350.00|47550.00
368|6966643874699.44|53.59|0.00|0.00|102055838243836.00|160.77|46650.00|47700.00
369|7454308945928.40|54.07|0.00|0.00|109510147190214.00|162.22|46950.00|47850.00
370|7976110572143.39|54.56|0.00|0.00|117486257762808.00|163.68|47250.00|48000.00
371|8534438312193.42|55.05|0.00|0.00|126020696075451.00|165.15|47550.00|48150.00
372|9131848994046.97|55.55|0.00|0.00|135152545069948.00|166.64|47850.00|48300.00
373|9771078423630.25|56.05|0.00|0.00|144923623494028.00|168.14|48150.00|48450.00
374|10455053913284.40|56.55|0.00|0.00|155378677407763.00|169.65|48450.00|48600.00
375|11186907687214.30|57.06|0.00|0.00|220948122188144.00|171.18|48750.00|48750.00
376|11969991225319.30|57.57|0.00|0.00|167348668633532.00|172.72|49050.00|49050.00
377|12807890611091.60|58.09|0.00|0.00|180156559245074.00|174.27|49350.00|49350.00
378|13704442953868.00|58.61|0.00|0.00|193861002199392.00|175.84|49650.00|49650.00
379|14663753960638.80|59.14|0.00|0.00|208524756160481.00|177.42|49950.00|49950.00
380|15690216737883.50|59.67|0.00|0.00|224214972898814.00|179.02|50250.00|50250.00
381|17886847081187.20|60.21|0.00|0.00|242101819980451.00|180.63|50550.00|50550.00
382|19138926376870.30|60.75|0.00|0.00|261240746357772.00|182.26|50850.00|50850.00
383|20478651223251.20|61.30|0.00|0.00|281719397581473.00|183.90|51150.00|51150.00
384|21912156808878.80|61.85|0.00|0.00|303631554390802.00|185.55|51450.00|51450.00
385|23446007785500.40|62.41|0.00|0.00|327077562176752.00|187.22|51750.00|51750.00
386|25087228330485.40|62.97|0.00|0.00|352164790507687.00|188.91|52050.00|52050.00
387|26843334313619.40|63.54|0.00|0.00|379008124821757.00|190.61|52350.00|52350.00
388|28722367715572.70|64.11|0.00|0.00|407730492537780.00|192.32|52650.00|52650.00
389|30732933455662.80|64.68|0.00|0.00|438463425993892.00|194.05|52950.00|52950.00
390|32884238797559.20|65.27|0.00|0.00|471347664791902.00|195.80|53250.00|53250.00
391|37488032229217.50|65.85|0.00|0.00|508835697021569.00|197.56|53550.00|53550.00
392|40112194485262.70|66.45|0.00|0.00|548947891507282.00|199.34|53850.00|53850.00
393|42920048099231.10|67.05|0.00|0.00|591867939606963.00|201.14|54150.00|54150.00
394|45924451466177.30|67.65|0.00|0.00|637792391073590.00|202.95|54450.00|54450.00
395|49139163068809.70|68.26|0.00|0.00|686931554142850.00|204.77|54750.00|54750.00
396|52578904483626.40|68.87|0.00|0.00|739510458626926.00|206.62|55050.00|55050.00
397|56259427797480.20|69.49|0.00|0.00|795769886424856.00|208.47|55350.00|55350.00
398|60197587743303.90|70.12|0.00|0.00|855967474168610.00|210.35|55650.00|55650.00
399|64411418885335.10|70.75|0.00|0.00|920378893054395.00|212.24|55950.00|55950.00
400|68920218207308.60|71.38|0.00|0.00|1311431723831190.00|214.15|56250.00|56250.00
401|73744633481820.20|72.03|0.00|0.00|994123526536666.00|216.08|56250.00|56250.00
402|78906757825547.60|72.68|0.00|0.00|1073030284362660.00|218.03|56250.00|56250.00
403|84430230873336.00|73.33|0.00|0.00|1157460515236450.00|219.99|56250.00|56250.00
404|90340347034469.50|73.99|0.00|0.00|1247800862271370.00|221.97|56250.00|56250.00
405|96664171326882.40|74.66|0.00|0.00|1344465033598700.00|223.97|56250.00|56250.00
406|103430663319764.00|75.33|0.00|0.00|1447895696918910.00|225.98|56250.00|56250.00
407|110670809752148.00|76.01|0.00|0.00|1558566506671510.00|228.02|56250.00|56250.00
408|118417766434798.00|76.69|0.00|0.00|1676984273106760.00|230.07|56250.00|56250.00
409|126707010085234.00|77.38|0.00|0.00|1803691283192440.00|232.14|56250.00|56250.00
410|135576500791200.00|78.08|0.00|0.00|1939267783984090.00|234.23|56250.00|56250.00
411|145066855846584.00|78.78|0.00|0.00|2084334639831130.00|236.34|56250.00|56250.00
412|155221535755845.00|79.49|0.00|0.00|2239556175587420.00|238.46|56250.00|56250.00
413|166087043258754.00|80.20|0.00|0.00|2405643218846630.00|240.61|56250.00|56250.00
414|177713136286867.00|80.92|0.00|0.00|2583356355133950.00|242.77|56250.00|56250.00
415|190153055826948.00|81.65|0.00|0.00|2773509410961340.00|244.96|56250.00|56250.00
416|203463769734834.00|82.39|0.00|0.00|2976973180696630.00|247.16|56250.00|56250.00
417|217706233616273.00|83.13|0.00|0.00|3194679414313350.00|249.39|56250.00|56250.00
418|232945669969412.00|83.88|0.00|0.00|3427625084283210.00|251.63|56250.00|56250.00
419|249251866867271.00|84.63|0.00|0.00|3676876951150930.00|253.90|56250.00|56250.00
420|266699497547979.00|85.39|0.00|0.00|3943576448699360.00|256.18|56250.00|56250.00
421|285368462376338.00|86.16|0.00|0.00|4228944911076150.00|258.49|56250.00|56250.00
422|305344254742682.00|86.94|0.00|0.00|4534289165819280.00|260.81|56250.00|56250.00
423|326718352574669.00|87.72|0.00|0.00|4861007518394400.00|263.16|56250.00|56250.00
424|349588637254896.00|88.51|0.00|0.00|5210596155649750.00|265.53|56250.00|56250.00
425|374059841862739.00|89.31|0.00|0.00|6366245420860400.00|267.92|56250.00|56250.00
426|400244030793131.00|90.11|0.00|0.00|5610840186443330.00|270.33|56550.00|56400.00
427|428261112948650.00|90.92|0.00|0.00|6039101299392430.00|272.76|56850.00|56550.00
428|458239390855056.00|91.74|0.00|0.00|6497340690247930.00|275.22|57150.00|56700.00
429|490316148214909.00|92.57|0.00|0.00|6987656838463290.00|277.70|57450.00|56850.00
430|524638278589953.00|93.40|0.00|0.00|7512295117053690.00|280.20|57750.00|57000.00
431|561362958091250.00|94.24|0.00|0.00|8073658075145390.00|282.72|58050.00|57150.00
432|600658365157637.00|95.09|0.00|0.00|8674316440303480.00|285.26|58350.00|57300.00
433|642704450718672.00|95.94|0.00|0.00|9317020891022600.00|287.83|58650.00|57450.00
434|687693762268979.00|96.81|0.00|0.00|10004714653292000.00|290.42|58950.00|57600.00
435|735832325627808.00|97.68|0.00|0.00|10740546978920300.00|293.03|59250.00|57750.00
436|787340588421754.00|98.56|0.00|0.00|11527887567342500.00|295.67|59550.00|57900.00
437|842454429611277.00|99.44|0.00|0.00|12370341996954200.00|298.33|59850.00|58050.00
438|901426239684067.00|100.34|0.00|0.00|13271768236638700.00|301.02|60150.00|58200.00
439|964526076461952.00|101.24|0.00|0.00|14236294313101100.00|303.73|60450.00|58350.00
440|1032042901814290.00|102.15|0.00|0.00|15268337214915900.00|306.46|60750.00|58500.00
441|1104285904941290.00|103.07|0.00|0.00|16372623119857600.00|309.22|61050.00|58650.00
442|1181585918287180.00|104.00|0.00|0.00|17554209038145200.00|312.00|61350.00|58800.00
443|1264296932567280.00|104.94|0.00|0.00|18818505970713000.00|314.81|61650.00|58950.00
444|1352797717846990.00|105.88|0.00|0.00|20171303688560400.00|317.64|61950.00|59100.00
445|1447493558096280.00|106.83|0.00|0.00|21618797246657100.00|320.50|62250.00|59250.00
446|1548818107163020.00|107.80|0.00|0.00|23167615353820600.00|323.39|62550.00|59400.00
447|1657235374664430.00|108.77|0.00|0.00|24824850728485500.00|326.30|62850.00|59550.00
448|1773241850890940.00|109.74|0.00|0.00|26598092579376900.00|329.23|63150.00|59700.00
449|1897368780453310.00|110.73|0.00|0.00|28495461359830700.00|332.20|63450.00|59850.00
450|2030184595085040.00|111.73|0.00|0.00|34799965158890700.00|335.19|63750.00|60000.00
451|2314410438396950.00|112.73|0.00|0.00|30809871798228000.00|338.20|60300.00|63900.00
452|2476419169084730.00|113.75|0.00|0.00|33286290967313200.00|341.25|60600.00|64050.00
453|2649768510920660.00|114.77|0.00|0.00|35936059478234300.00|344.32|60900.00|64200.00
454|2835252306685110.00|115.81|0.00|0.00|38771311784919900.00|347.42|61200.00|64350.00
455|3033719968153070.00|116.85|0.00|0.00|41805031753073400.00|350.54|61500.00|64500.00
456|3246080365923780.00|117.90|0.00|0.00|45051112118997700.00|353.70|61800.00|64650.00
457|3473305991538450.00|118.96|0.00|0.00|48524418110536500.00|356.88|62100.00|64800.00
458|3716437410946140.00|120.03|0.00|0.00|52240855521483100.00|360.09|62400.00|64950.00
459|3976588029712370.00|121.11|0.00|0.00|56217443551196000.00|363.33|62700.00|65100.00
460|4254949191792240.00|122.20|0.00|0.00|60472392742988600.00|366.60|63000.00|65250.00
461|4552795635217690.00|123.30|0.00|0.00|65025188378206800.00|369.90|63300.00|65400.00
462|4871491329682930.00|124.41|0.00|0.00|69896679707890200.00|373.23|63600.00|65550.00
463|5212495722760740.00|125.53|0.00|0.00|75109175430651400.00|376.59|63900.00|65700.00
464|5577370423353990.00|126.66|0.00|0.00|80686545854005800.00|379.98|64200.00|65850.00
465|5967786352988770.00|127.80|0.00|0.00|86654332206995000.00|383.40|64500.00|66000.00
466|6385531397697980.00|128.95|0.00|0.00|93039863604693400.00|386.85|64800.00|66150.00
467|6832518595536840.00|130.11|0.00|0.00|99872382200230700.00|390.33|65100.00|66300.00
468|7310794897224420.00|131.28|0.00|0.00|107183177097456000.00|393.85|65400.00|66450.00
469|7822550540030130.00|132.46|0.00|0.00|115005727637486000.00|397.39|65700.00|66600.00
470|8370129077832240.00|133.66|0.00|0.00|123375856715319000.00|400.97|66000.00|66750.00
471|8956038113280500.00|134.86|0.00|0.00|132331894828600000.00|404.58|66300.00|66900.00
472|9582960781210130.00|136.07|0.00|0.00|141914855609810000.00|408.22|66600.00|67050.00
473|10253768035894800.00|137.30|0.00|0.00|152168623645706000.00|411.89|66900.00|67200.00
474|10971531798407500.00|138.53|0.00|0.00|163140155444114000.00|415.60|67200.00|67350.00
475|11739539024296000.00|139.78|0.00|0.00|231978748873850000.00|419.34|67500.00|67500.00
476|12561306755996700.00|141.04|0.00|0.00|175701462200111000.00|423.11|67800.00|67800.00
477|13440598228916500.00|142.31|0.00|0.00|189142060429028000.00|426.92|68100.00|68100.00
478|14381440104940700.00|143.59|0.00|0.00|203523500533969000.00|430.76|68400.00|68400.00
479|15388140912286500.00|144.88|0.00|0.00|218911641446256000.00|434.64|68700.00|68700.00
480|16465310776146600.00|146.18|0.00|0.00|235376952222403000.00|438.55|69000.00|69000.00
481|18770454284807100.00|147.50|0.00|0.00|254147406507210000.00|442.50|69300.00|69300.00
482|20084386084743600.00|148.83|0.00|0.00|274231792591954000.00|446.48|69600.00|69600.00
483|21490293110675600.00|150.17|0.00|0.00|295722085702630000.00|450.50|69900.00|69900.00
484|22994613628422900.00|151.52|0.00|0.00|318716699331054000.00|454.55|70200.00|70200.00
485|24604236582412500.00|152.88|0.00|0.00|343320935913467000.00|458.64|70500.00|70500.00
486|26326533143181400.00|154.26|0.00|0.00|369647469056649000.00|462.77|70800.00|70800.00
487|28169390463204100.00|155.65|0.00|0.00|397816859519853000.00|466.94|71100.00|71100.00
488|30141247795628400.00|157.05|0.00|0.00|427958107315482000.00|471.14|71400.00|71400.00
489|32251135141322400.00|158.46|0.00|0.00|460209242456805000.00|475.38|71700.00|71700.00
490|34508714601215000.00|159.89|0.00|0.00|494717957058020000.00|479.66|72000.00|72000.00
491|39339934645385000.00|161.32|0.00|0.00|534057891703406000.00|483.97|72300.00|72300.00
492|42093730070562000.00|162.78|0.00|0.00|576151621773968000.00|488.33|72600.00|72600.00
493|45040291175501300.00|164.24|0.00|0.00|621191912949470000.00|492.73|72900.00|72900.00
494|48193111557786400.00|165.72|0.00|0.00|669385024507257000.00|497.16|73200.00|73200.00
495|51566629366831500.00|167.21|0.00|0.00|720951653874089000.00|501.63|73500.00|73500.00
496|55176293422509700.00|168.72|0.00|0.00|776127947296599000.00|506.15|73800.00|73800.00
497|59038633962085400.00|170.23|0.00|0.00|835166581258685000.00|510.70|74100.00|74100.00
498|63171338339431400.00|171.77|0.00|0.00|898337919598117000.00|515.30|74400.00|74400.00
499|67593332023191600.00|173.31|0.00|0.00|965931251621309000.00|519.94|74700.00|74700.00
500|72324865264815000.00|174.87|0.00|0.00|1376332054953580000.00|524.62|75000.00|75000.00
501|77387605833352000.00|176.45|0.00|0.00|1043318857454660000.00|529.34|75000.00|75000.00
502|82804738241686700.00|178.03|0.00|0.00|1126123595696350000.00|534.10|75000.00|75000.00
503|88601069918604700.00|179.64|0.00|0.00|1214724665614950000.00|538.91|75000.00|75000.00
504|94803144812907100.00|181.25|0.00|0.00|1309527810427860000.00|543.76|75000.00|75000.00
505|101439364949811000.00|182.88|0.00|0.00|1410967175377670000.00|548.65|75000.00|75000.00
506|108540120496297000.00|184.53|0.00|0.00|1519507295873970000.00|553.59|75000.00|75000.00
507|116137928931038000.00|186.19|0.00|0.00|1635645224805010000.00|558.57|75000.00|75000.00
508|124267583956211000.00|187.87|0.00|0.00|1759912808761220000.00|563.60|75000.00|75000.00
509|132966314833146000.00|189.56|0.00|0.00|1892879123594370000.00|568.67|75000.00|75000.00
510|142273956871466000.00|191.26|0.00|0.00|2035153080465830000.00|573.79|75000.00|75000.00
511|152233133852468000.00|192.99|0.00|0.00|2187386214318300000.00|578.96|75000.00|75000.00
512|162889453222141000.00|194.72|0.00|0.00|2350275667540440000.00|584.17|75000.00|75000.00
513|174291714947691000.00|196.47|0.00|0.00|2524567382488130000.00|589.42|75000.00|75000.00
514|186492134994029000.00|198.24|0.00|0.00|2711059517482160000.00|594.73|75000.00|75000.00
515|199546584443612000.00|200.03|0.00|0.00|2910606101925780000.00|600.08|75000.00|75000.00
516|213514845354664000.00|201.83|0.00|0.00|3124120947280440000.00|605.48|75000.00|75000.00
517|228460884529491000.00|203.64|0.00|0.00|3352581831809930000.00|610.93|75000.00|75000.00
518|244453146446555000.00|205.48|0.00|0.00|3597034978256490000.00|616.43|75000.00|75000.00
519|261564866697814000.00|207.33|0.00|0.00|3858599844954300000.00|621.98|75000.00|75000.00
520|279874407366661000.00|209.19|0.00|0.00|4138474252320960000.00|627.58|75000.00|75000.00
521|299465615882328000.00|211.07|0.00|0.00|4437939868203290000.00|633.22|75000.00|75000.00
522|320428208994090000.00|212.97|0.00|0.00|4758368077197380000.00|638.92|75000.00|75000.00
523|342858183623677000.00|214.89|0.00|0.00|5101226260821060000.00|644.67|75000.00|75000.00
524|366858256477334000.00|216.83|0.00|0.00|5468084517298390000.00|650.48|75000.00|75000.00
525|392538334430748000.00|218.78|0.00|0.00|6680835529323900000.00|656.33|75000.00|75000.00
526|420016017840900000.00|220.75|0.00|0.00|5888100535139290000.00|662.24|75300.00|75150.00
527|449417139089763000.00|222.73|0.00|0.00|6337517674229060000.00|668.20|75600.00|75300.00
528|480876338826047000.00|224.74|0.00|0.00|6818394013055110000.00|674.21|75900.00|75450.00
529|514537682543870000.00|226.76|0.00|0.00|7332931695598980000.00|680.28|76200.00|75600.00
530|550555320321941000.00|228.80|0.00|0.00|7883487015920920000.00|686.40|76500.00|75750.00
531|589094192744477000.00|230.86|0.00|0.00|8472581208665390000.00|692.58|76800.00|75900.00
532|630330786236590000.00|232.94|0.00|0.00|9102911994901980000.00|698.81|77100.00|76050.00
533|674453941273152000.00|235.03|0.00|0.00|9777365936175140000.00|705.10|77400.00|76200.00
534|721665717162272000.00|237.15|0.00|0.00|10499031653337400000.00|711.45|77700.00|76350.00
535|772182317363631000.00|239.28|0.00|0.00|11271213970701000000.00|717.85|78000.00|76500.00
536|826235079579086000.00|241.44|0.00|0.00|12097449050280100000.00|724.31|78300.00|76650.00
537|884071535149622000.00|243.61|0.00|0.00|12981520585429700000.00|730.83|78600.00|76800.00
538|945956542610095000.00|245.80|0.00|0.00|13927477128039800000.00|737.41|78900.00|76950.00
539|1012173500592800000.00|248.01|0.00|0.00|14939650628632600000.00|744.04|79200.00|77100.00
540|1083025645634300000.00|250.25|0.00|0.00|16022676274266900000.00|750.74|79500.00|77250.00
541|1158837440828700000.00|252.50|0.00|0.00|17181513715095600000.00|757.50|79800.00|77400.00
542|1239956061686710000.00|254.77|0.00|0.00|18421469776782400000.00|764.31|80100.00|77550.00
543|1326752986004780000.00|257.06|0.00|0.00|19748222762787100000.00|771.19|80400.00|77700.00
544|1419625695025110000.00|259.38|0.00|0.00|21167848457812200000.00|778.13|80700.00|77850.00
545|1518999493676870000.00|261.71|0.00|0.00|22686847951489100000.00|785.14|81000.00|78000.00
546|1625329458234250000.00|264.07|0.00|0.00|24312177409723400000.00|792.20|81300.00|78150.00
547|1739102520310650000.00|266.44|0.00|0.00|26051279930034000000.00|799.33|81600.00|78300.00
548|1860839696732390000.00|268.84|0.00|0.00|27912119626766400000.00|806.53|81900.00|78450.00
549|1991098475503660000.00|271.26|0.00|0.00|29903218102270100000.00|813.79|82200.00|78600.00
550|2130475368788920000.00|273.70|0.00|0.00|36519176186399500000.00|821.11|82500.00|78750.00
551|2428741920419370000.00|276.17|0.00|0.00|32331960022689400000.00|828.50|79050.00|82650.00
552|2598753854848720000.00|278.65|0.00|0.00|34930713877538200000.00|835.96|79350.00|82800.00
553|2780666624688130000.00|281.16|0.00|0.00|37711380502226300000.00|843.48|79650.00|82950.00
554|2975313288416300000.00|283.69|0.00|0.00|40686693790642600000.00|851.07|79950.00|83100.00
555|3183585218605440000.00|286.24|0.00|0.00|43870279009248100000.00|858.73|80250.00|83250.00
556|3406436183907830000.00|288.82|0.00|0.00|47276715193155900000.00|866.46|80550.00|83400.00
557|3644886716781370000.00|291.42|0.00|0.00|50921601909937300000.00|874.26|80850.00|83550.00
558|3900028786956070000.00|294.04|0.00|0.00|54821630696893300000.00|882.13|81150.00|83700.00
559|4173030802043000000.00|296.69|0.00|0.00|58994661498936300000.00|890.07|81450.00|83850.00
560|4465142958186010000.00|299.36|0.00|0.00|63459804457122300000.00|898.08|81750.00|84000.00
561|4777702965259030000.00|302.05|0.00|0.00|68237507422381400000.00|906.16|82050.00|84150.00
562|5112142172827160000.00|304.77|0.00|0.00|73349649595208500000.00|914.31|82350.00|84300.00
563|5469992124925060000.00|307.51|0.00|0.00|78819641720133600000.00|922.54|82650.00|84450.00
564|5852891573669810000.00|310.28|0.00|0.00|84672533293803400000.00|930.85|82950.00|84600.00
565|6262593983826700000.00|313.07|0.00|0.00|90935127277630100000.00|939.22|83250.00|84750.00
566|6700975562694570000.00|315.89|0.00|0.00|97636102840324700000.00|947.68|83550.00|84900.00
567|7170043852083190000.00|318.74|0.00|0.00|104806146692408000000.00|956.21|83850.00|85050.00
568|7671946921729020000.00|321.60|0.00|0.00|112478093614137000000.00|964.81|84150.00|85200.00
569|8208983206250050000.00|324.50|0.00|0.00|120687076820387000000.00|973.49|84450.00|85350.00
570|8783612030687550000.00|327.42|0.00|0.00|129470688851074000000.00|982.26|84750.00|85500.00
571|9398464872835680000.00|330.37|0.00|0.00|138869153723910000000.00|991.10|85050.00|85650.00
572|10056357413934200000.00|333.34|0.00|0.00|148925511137844000000.00|1000.02|85350.00|85800.00
573|10760302432909600000.00|336.34|0.00|0.00|159685813570754000000.00|1009.02|85650.00|85950.00
574|11513523603213200000.00|339.37|0.00|0.00|171199337173967000000.00|1018.10|85950.00|86100.00
575|12319470255438200000.00|342.42|0.00|0.00|243438575440294000000.00|1027.26|86250.00|86250.00
576|13181833173318800000.00|345.50|0.00|0.00|184381170347286000000.00|1036.51|86550.00|86550.00
577|14104561495451200000.00|348.61|0.00|0.00|198485731842737000000.00|1045.83|86850.00|86850.00
578|15091880800132700000.00|351.75|0.00|0.00|213577612642870000000.00|1055.25|87150.00|87150.00
579|16148312456142000000.00|354.91|0.00|0.00|229725925099012000000.00|1064.74|87450.00|87450.00
580|17278694328072000000.00|358.11|0.00|0.00|247004619427084000000.00|1074.33|87750.00|87750.00
581|19697711534002100000.00|361.33|0.00|0.00|266702330961086000000.00|1084.00|88050.00|88050.00
582|21076551341382200000.00|364.58|0.00|0.00|287778882302468000000.00|1093.75|88350.00|88350.00
583|22551909935279000000.00|367.87|0.00|0.00|310330792237747000000.00|1103.60|88650.00|88650.00
584|24130543630748500000.00|371.18|0.00|0.00|334461335868496000000.00|1113.53|88950.00|88950.00
585|25819681684900900000.00|374.52|0.00|0.00|360281017553397000000.00|1123.55|89250.00|89250.00
586|27627059402843900000.00|377.89|0.00|0.00|387908076956240000000.00|1133.66|89550.00|89550.00
587|29560953561043000000.00|381.29|0.00|0.00|417469030517284000000.00|1143.86|89850.00|89850.00
588|31630220310316000000.00|384.72|0.00|0.00|449099250827600000000.00|1154.16|90150.00|90150.00
589|33844335732038200000.00|388.18|0.00|0.00|482943586559638000000.00|1164.55|90450.00|90450.00
590|36213439233280800000.00|391.68|0.00|0.00|519157025792919000000.00|1175.03|90750.00|90750.00
591|41283320725940200000.00|395.20|0.00|0.00|560440346518859000000.00|1185.60|91050.00|91050.00
592|44173153176756000000.00|398.76|0.00|0.00|604613499695615000000.00|1196.27|91350.00|91350.00
593|47265273899128900000.00|402.35|0.00|0.00|651878773594744000000.00|1207.04|91650.00|91650.00
594|50573843072067900000.00|405.97|0.00|0.00|702452616666812000000.00|1217.90|91950.00|91950.00
595|54114012087112700000.00|409.62|0.00|0.00|756566628753924000000.00|1228.86|92250.00|92250.00
596|57901992933210600000.00|413.31|0.00|0.00|814468621687135000000.00|1239.92|92550.00|92550.00
597|61955132438535300000.00|417.03|0.00|0.00|876423754125670000000.00|1251.08|92850.00|92850.00
598|66291991709232800000.00|420.78|0.00|0.00|942715745834903000000.00|1262.34|93150.00|93150.00
599|70932431128879100000.00|424.57|0.00|0.00|1013648176963780000000.00|1273.70|93450.00|93450.00
600|75897701307900600000.00|428.39|0.00|0.00|1444322740209010000000.00|1285.17|93750.00|93750.00
601|89559287543322700000.00|432.24|0.00|0.00|1103207464507100000000.00|1296.73|93750.00|93750.00
602|95828437671355300000.00|436.13|0.00|0.00|1199035902178460000000.00|1308.40|93750.00|93750.00
603|102536428308350000000.00|440.06|0.00|0.00|1301572330486810000000.00|1320.18|93750.00|93750.00
604|109713978289935000000.00|444.02|0.00|0.00|1411286308776750000000.00|1332.06|93750.00|93750.00
605|117393956770230000000.00|448.02|0.00|0.00|1528680265546980000000.00|1344.05|93750.00|93750.00
606|125611533744146000000.00|452.05|0.00|0.00|1654291799291120000000.00|1356.15|93750.00|93750.00
607|134404341106236000000.00|456.12|0.00|0.00|1788696140397360000000.00|1368.35|93750.00|93750.00
608|143812644983673000000.00|460.22|0.00|0.00|1932508785381030000000.00|1380.67|93750.00|93750.00
609|153879530132530000000.00|464.36|0.00|0.00|2086388315513560000000.00|1393.09|93750.00|93750.00
610|164651097241807000000.00|468.54|0.00|0.00|2251039412755370000000.00|1405.63|93750.00|93750.00
611|176176674048734000000.00|472.76|0.00|0.00|2427216086804100000000.00|1418.28|93750.00|93750.00
612|188509041232145000000.00|477.02|0.00|0.00|2615725128036250000000.00|1431.05|93750.00|93750.00
613|201704674118395000000.00|481.31|0.00|0.00|2817429802154640000000.00|1443.93|93750.00|93750.00
614|215824001306683000000.00|485.64|0.00|0.00|3033253803461330000000.00|1456.92|93750.00|93750.00
615|230931681398151000000.00|490.01|0.00|0.00|3264185484859480000000.00|1470.03|93750.00|93750.00
616|247096899096021000000.00|494.42|0.00|0.00|3511282383955500000000.00|1483.26|93750.00|93750.00
617|264393682032743000000.00|498.87|0.00|0.00|3775676065988240000000.00|1496.61|93750.00|93750.00
618|282901239775035000000.00|503.36|0.00|0.00|4058577305763280000000.00|1510.08|93750.00|93750.00
619|302704326559287000000.00|507.89|0.00|0.00|4361281632322560000000.00|1523.67|93750.00|93750.00
620|323893629418438000000.00|512.46|0.00|0.00|4685175261741000000000.00|1537.39|93750.00|93750.00
621|346566183477728000000.00|517.07|0.00|0.00|5031741445218730000000.00|1551.22|93750.00|93750.00
622|370825816321169000000.00|521.73|0.00|0.00|5402567261539900000000.00|1565.18|93750.00|93750.00
623|396783623463651000000.00|526.42|0.00|0.00|5799350885003550000000.00|1579.27|93750.00|93750.00
624|424558477106107000000.00|531.16|0.00|0.00|6223909362109660000000.00|1593.48|93750.00|93750.00
625|454277570503534000000.00|535.94|0.00|0.00|7611773336929640000000.00|1607.83|93750.00|93750.00
626|486077000438782000000.00|540.77|0.00|0.00|6709986362548440000000.00|1622.30|94050.00|93900.00
627|520102390469496000000.00|545.63|0.00|0.00|7230088753017930000000.00|1636.90|94350.00|94050.00
628|556509557802361000000.00|550.54|0.00|0.00|7786598310820290000000.00|1651.63|94650.00|94200.00
629|595465226848526000000.00|555.50|0.00|0.00|8382063537668820000000.00|1666.49|94950.00|94350.00
630|637147792727923000000.00|560.50|0.00|0.00|9019211330396740000000.00|1681.49|95250.00|94500.00
631|681748138218878000000.00|565.54|0.00|0.00|9700959468615620000000.00|1696.63|95550.00|94650.00
632|729470507894199000000.00|570.63|0.00|0.00|10430429976509800000000.00|1711.90|95850.00|94800.00
633|780533443446793000000.00|575.77|0.00|0.00|11210963419956600000000.00|1727.30|96150.00|94950.00
634|835170784488069000000.00|580.95|0.00|0.00|12046134204444700000000.00|1742.85|96450.00|95100.00
635|893632739402234000000.00|586.18|0.00|0.00|12939766943846900000000.00|1758.53|96750.00|95250.00
636|956187031160390000000.00|591.45|0.00|0.00|13895953975007300000000.00|1774.36|97050.00|95400.00
637|1023120123341620000000.00|596.78|0.00|0.00|14919074098348900000000.00|1790.33|97350.00|95550.00
638|1094738531975530000000.00|602.15|0.00|0.00|16013812630324500000000.00|1806.44|97650.00|95700.00
639|1171370229213820000000.00|607.57|0.00|0.00|17185182859538300000000.00|1822.70|97950.00|95850.00
640|1253366145258790000000.00|613.03|0.00|0.00|18438549004797100000000.00|1839.10|98250.00|96000.00
641|1341101775426900000000.00|618.55|0.00|0.00|19779650780224000000000.00|1855.66|98550.00|96150.00
642|1434978899706780000000.00|624.12|0.00|0.00|21214629679930700000000.00|1872.36|98850.00|96300.00
643|1535427422686260000000.00|629.74|0.00|0.00|22750057102617000000000.00|1889.21|99150.00|96450.00
644|1642907342274300000000.00|635.40|0.00|0.00|24392964444891300000000.00|1906.21|99450.00|96600.00
