 Stage|계산용|계산용|계산용|Offline_Gold|Offline_Spirit|Offline_Exp|Offline_Spiritstone|Offline_Equipment_Summon_Ticket|Offline_Hero_Summon_Ticket
360|1300.08|1950.12|17941.10|38445.22|25373.85|3060.00|40|0.2|0.4
361|1307.30|1960.95|18040.74|38658.73|25514.76|3068.50|40|0.2|0.4
362|1314.54|1971.81|18140.65|38872.83|25656.06|3077.00|40|0.2|0.4
363|1321.80|1982.70|18240.84|39087.51|25797.76|3085.50|40|0.2|0.4
364|1329.08|1993.62|18341.30|39302.79|25939.84|3094.00|40|0.2|0.4
365|1336.38|2004.57|18442.04|39518.67|26082.32|3102.50|40|0.2|0.4
366|1343.70|2015.55|18543.06|39735.13|26225.18|3111.00|40|0.2|0.4
367|1351.04|2026.56|18644.35|39952.18|26368.44|3119.50|40|0.2|0.4
368|1358.40|2037.60|18745.92|40169.83|26512.09|3128.00|40|0.2|0.4
369|1365.78|2048.67|18847.76|40388.07|26656.12|3136.50|40|0.2|0.4
370|1373.18|2059.77|18949.88|40606.89|26800.55|3145.00|40|0.2|0.4
371|1380.60|2070.90|19052.28|40826.31|26945.37|3153.50|40|0.2|0.4
372|1388.04|2082.06|19154.95|41046.33|27090.57|3162.00|40|0.2|0.4
373|1395.50|2093.25|19257.90|41266.93|27236.17|3170.50|40|0.2|0.4
374|1402.98|2104.47|19361.12|41488.12|27382.16|3179.00|40|0.2|0.4
375|1410.48|2115.72|19464.62|41709.91|27528.54|3187.50|40|0.2|0.4
376|1418.00|2127.00|19568.40|41932.29|27675.31|3196.00|40|0.2|0.4
377|1425.54|2138.31|19672.45|42155.25|27822.47|3204.50|40|0.2|0.4
378|1433.10|2149.65|19776.78|42378.81|27970.02|3213.00|40|0.2|0.4
379|1440.68|2161.02|19881.38|42602.97|28117.96|3221.50|40|0.2|0.4
380|1448.28|2172.42|19986.26|42827.71|28266.29|3230.00|40|0.2|0.4
381|1455.90|2183.85|20091.42|43053.04|28415.01|3238.50|40|0.2|0.4
382|1463.54|2195.31|20196.85|43278.97|28564.12|3247.00|40|0.2|0.4
383|1471.20|2206.80|20302.56|43505.49|28713.62|3255.50|40|0.2|0.4
384|1478.88|2218.32|20408.54|43732.59|28863.51|3264.00|40|0.2|0.4
385|1486.58|2229.87|20514.80|43960.29|29013.79|3272.50|40|0.2|0.4
386|1494.30|2241.45|20621.34|44188.59|29164.47|3281.00|40|0.2|0.4
387|1502.04|2253.06|20728.15|44417.47|29315.53|3289.50|40|0.2|0.4
388|1509.80|2264.70|20835.24|44646.94|29466.98|3298.00|40|0.2|0.4
389|1517.58|2276.37|20942.60|44877.01|29618.83|3306.50|40|0.2|0.4
390|1525.38|2288.07|21050.24|45107.67|29771.06|3315.00|40|0.2|0.4
391|1533.20|2299.80|21158.16|45338.91|29923.68|3323.50|40|0.2|0.4
392|1541.04|2311.56|21266.35|45570.75|30076.70|3332.00|40|0.2|0.4
393|1548.90|2323.35|21374.82|45803.19|30230.10|3340.50|40|0.2|0.4
394|1556.78|2335.17|21483.56|46036.21|30383.90|3349.00|40|0.2|0.4
395|1564.68|2347.02|21592.58|46269.82|30538.08|3357.50|40|0.2|0.4
396|1572.60|2358.90|21701.88|46504.03|30692.66|3366.00|40|0.2|0.4
397|1580.54|2370.81|21811.45|46738.83|30847.62|3374.50|40|0.2|0.4
398|1588.50|2382.75|21921.30|46974.21|31002.98|3383.00|40|0.2|0.4
399|1596.48|2394.72|22031.42|47210.19|31158.73|3391.50|40|0.2|0.4
400|1604.48|2406.72|22141.82|47446.77|31314.87|3400.00|40|0.2|0.4
401|1612.50|2418.75|22252.50|47683.93|31471.39|3408.50|40|0.2|0.4
402|1620.54|2430.81|22363.45|47921.68|31628.31|3417.00|40|0.2|0.4
403|1628.60|2442.90|22474.68|48160.03|31785.62|3425.50|50|0.2|0.4
404|1636.68|2455.02|22586.18|48398.97|31943.32|3434.00|50|0.2|0.4
405|1644.78|2467.17|22697.96|48638.49|32101.41|3442.50|50|0.2|0.4
406|1652.90|2479.35|22810.02|48878.61|32259.89|3451.00|50|0.2|0.4
407|1661.04|2491.56|22922.35|49119.33|32418.75|3459.50|50|0.2|0.4
408|1669.20|2503.80|23034.96|49360.63|32578.01|3468.00|50|0.2|0.4
409|1677.38|2516.07|23147.84|49602.52|32737.67|3476.50|50|0.2|0.4
410|1685.58|2528.37|23261.00|49845.01|32897.71|3485.00|50|0.2|0.4
411|1693.80|2540.70|23374.44|50088.09|33058.14|3493.50|50|0.2|0.4
412|1702.04|2553.06|23488.15|50331.75|33218.96|3502.00|50|0.2|0.4
413|1710.30|2565.45|23602.14|50576.01|33380.17|3510.50|50|0.2|0.4
414|1718.58|2577.87|23716.40|50820.87|33541.77|3519.00|50|0.2|0.4
415|1726.88|2590.32|23830.94|51066.31|33703.76|3527.50|50|0.2|0.4
416|1735.20|2602.80|23945.76|51312.34|33866.15|3536.00|50|0.2|0.4
417|1743.54|2615.31|24060.85|51558.97|34028.92|3544.50|50|0.2|0.4
418|1751.90|2627.85|24176.22|51806.19|34192.08|3553.00|50|0.2|0.4
419|1760.28|2640.42|24291.86|52053.99|34355.64|3561.50|50|0.2|0.4
420|1768.68|2653.02|24407.78|52302.39|34519.58|3570.00|50|0.2|0.4
421|1777.10|2665.65|24523.98|52551.39|34683.91|3578.50|50|0.2|0.4
422|1785.54|2678.31|24640.45|52800.97|34848.64|3587.00|50|0.2|0.4
423|1794.00|2691.00|24757.20|53051.14|35013.75|3595.50|50|0.2|0.4
424|1802.48|2703.72|24874.22|53301.91|35179.26|3604.00|50|0.2|0.4
425|1810.98|2716.47|24991.52|53553.27|35345.16|3612.50|50|0.2|0.4
426|1819.50|2729.25|25109.10|53805.21|35511.44|3621.00|50|0.2|0.4
427|1828.04|2742.06|25226.95|54057.75|35678.12|3629.50|50|0.2|0.4
428|1836.60|2754.90|25345.08|54310.89|35845.18|3638.00|50|0.2|0.4
429|1845.18|2767.77|25463.48|54564.61|36012.64|3646.50|50|0.2|0.4
430|1853.78|2780.67|25582.16|54818.92|36180.49|3655.00|50|0.2|0.4
431|1862.40|2793.60|25701.12|55073.83|36348.73|3663.50|50|0.2|0.4
432|1871.04|2806.56|25820.35|55329.33|36517.35|3672.00|50|0.2|0.4
433|1879.70|2819.55|25939.86|55585.41|36686.37|3680.50|50|0.2|0.4
434|1888.38|2832.57|26059.64|55842.09|36855.78|3689.00|50|0.2|0.4
435|1897.08|2845.62|26179.70|56099.37|37025.58|3697.50|50|0.2|0.4
436|1905.80|2858.70|26300.04|56357.23|37195.77|3706.00|50|0.2|0.4
437|1914.54|2871.81|26420.65|56615.68|37366.35|3714.50|50|0.2|0.4
438|1923.30|2884.95|26541.54|56874.73|37537.32|3723.00|50|0.2|0.4
439|1932.08|2898.12|26662.70|57134.37|37708.68|3731.50|50|0.2|0.4
440|1940.88|2911.32|26784.14|57394.59|37880.43|3740.00|50|0.2|0.4
441|1949.70|2924.55|26905.86|57655.41|38052.57|3748.50|50|0.2|0.4
442|1958.54|2937.81|27027.85|57916.83|38225.10|3757.00|50|0.2|0.4
443|1967.40|2951.10|27150.12|58178.83|38398.03|3765.50|50|0.2|0.4
444|1976.28|2964.42|27272.66|58441.42|38571.34|3774.00|50|0.2|0.4
445|1985.18|2977.77|27395.48|58704.61|38745.04|3782.50|50|0.2|0.4
446|1994.10|2991.15|27518.58|58968.39|38919.13|3791.00|50|0.2|0.4
447|2003.04|3004.56|27641.95|59232.75|39093.62|3799.50|50|0.2|0.4
448|2012.00|3018.00|27765.60|59497.71|39268.49|3808.00|50|0.2|0.4
449|2020.98|3031.47|27889.52|59763.27|39443.76|3816.50|50|0.2|0.4
450|2029.98|3044.97|28013.72|60029.41|39619.41|3825.00|50|0.2|0.4
451|2039.00|3058.50|28138.20|60296.14|39795.45|3833.50|50|0.2|0.4
452|2048.04|3072.06|28262.95|60563.47|39971.89|3842.00|50|0.2|0.4
453|2057.10|3085.65|28387.98|60831.39|40148.71|3850.50|50|0.2|0.4
454|2066.18|3099.27|28513.28|61099.89|40325.93|3859.00|50|0.2|0.4
455|2075.28|3112.92|28638.86|61368.99|40503.54|3867.50|50|0.2|0.4
456|2084.40|3126.60|28764.72|61638.69|40681.53|3876.00|50|0.2|0.4
457|2093.54|3140.31|28890.85|61908.97|40859.92|3884.50|50|0.2|0.4
458|2102.70|3154.05|29017.26|62179.84|41038.70|3893.00|50|0.2|0.4
459|2111.88|3167.82|29143.94|62451.31|41217.86|3901.50|50|0.2|0.4
460|2121.08|3181.62|29270.90|62723.37|41397.42|3910.00|50|0.2|0.4
461|2130.30|3195.45|29398.14|62996.01|41577.37|3918.50|50|0.2|0.4
462|2139.54|3209.31|29525.65|63269.25|41757.71|3927.00|50|0.2|0.4
463|2148.80|3223.20|29653.44|63543.09|41938.44|3935.50|50|0.2|0.4
464|2158.08|3237.12|29781.50|63817.51|42119.56|3944.00|50|0.2|0.4
465|2167.38|3251.07|29909.84|64092.52|42301.07|3952.50|50|0.2|0.4
466|2176.70|3265.05|30038.46|64368.13|42482.96|3961.00|50|0.2|0.4
467|2186.04|3279.06|30167.35|64644.33|42665.25|3969.50|50|0.2|0.4
468|2195.40|3293.10|30296.52|64921.11|42847.94|3978.00|50|0.2|0.4
469|2204.78|3307.17|30425.96|65198.49|43031.01|3986.50|50|0.2|0.4
470|2214.18|3321.27|30555.68|65476.47|43214.47|3995.00|50|0.2|0.4
471|2223.60|3335.40|30685.68|65755.03|43398.32|4003.50|50|0.2|0.4
472|2233.04|3349.56|30815.95|66034.18|43582.56|4012.00|50|0.2|0.4
473|2242.50|3363.75|30946.50|66313.93|43767.19|4020.50|50|0.2|0.4
474|2251.98|3377.97|31077.32|66594.27|43952.22|4029.00|50|0.2|0.4
475|2261.48|3392.22|31208.42|66875.19|44137.63|4037.50|50|0.2|0.4
476|2271.00|3406.50|31339.80|67156.71|44323.43|4046.00|50|0.2|0.4
477|2280.54|3420.81|31471.45|67438.83|44509.62|4054.50|50|0.2|0.4
478|2290.10|3435.15|31603.38|67721.53|44696.21|4063.00|50|0.2|0.4
479|2299.68|3449.52|31735.58|68004.82|44883.18|4071.50|50|0.2|0.4
480|2309.28|3463.92|31868.06|68288.71|45070.55|4080.00|50|0.4|0.4
481|2318.90|3478.35|32000.82|68573.19|45258.30|4088.50|50|0.4|0.4
482|2328.54|3492.81|32133.85|68858.25|45446.45|4097.00|50|0.4|0.4
483|2338.20|3507.30|32267.16|69143.91|45634.98|4105.50|50|0.4|0.4
484|2347.88|3521.82|32400.74|69430.17|45823.91|4114.00|50|0.4|0.4
485|2357.58|3536.37|32534.60|69717.01|46013.23|4122.50|50|0.4|0.4
486|2367.30|3550.95|32668.74|70004.44|46202.93|4131.00|50|0.4|0.4
487|2377.04|3565.56|32803.15|70292.47|46393.03|4139.50|50|0.4|0.4
488|2386.80|3580.20|32937.84|70581.09|46583.52|4148.00|50|0.4|0.4
489|2396.58|3594.87|33072.80|70870.29|46774.39|4156.50|50|0.4|0.4
490|2406.38|3609.57|33208.04|71160.09|46965.66|4165.00|50|0.4|0.4
491|2416.20|3624.30|33343.56|71450.49|47157.32|4173.50|50|0.4|0.4
492|2426.04|3639.06|33479.35|71741.47|47349.37|4182.00|50|0.4|0.4
493|2435.90|3653.85|33615.42|72033.04|47541.81|4190.50|50|0.4|0.4
494|2445.78|3668.67|33751.76|72325.21|47734.64|4199.00|50|0.4|0.4
495|2455.68|3683.52|33888.38|72617.97|47927.86|4207.50|50|0.4|0.4
496|2465.60|3698.40|34025.28|72911.31|48121.47|4216.00|50|0.4|0.4
497|2475.54|3713.31|34162.45|73205.25|48315.47|4224.50|50|0.4|0.4
498|2485.50|3728.25|34299.90|73499.79|48509.86|4233.00|50|0.4|0.4
499|2495.48|3743.22|34437.62|73794.91|48704.64|4241.50|50|0.4|0.4
500|2505.48|3758.22|34575.62|74090.62|48899.81|4250.00|50|0.4|0.4
501|2515.50|3773.25|34713.90|74386.93|49095.37|2505|50|0.4|0.4
502|2525.54|3788.31|34852.45|74683.83|49291.32|2510|50|0.4|0.4
503|2535.60|3803.40|34991.28|74981.31|49487.67|2515|60|0.4|0.4
504|2545.68|3818.52|35130.38|75279.39|49684.40|2520|60|0.4|0.4
505|2555.78|3833.67|35269.76|75578.07|49881.52|2525|60|0.4|0.4
506|2565.90|3848.85|35409.42|75877.33|50079.04|2530|60|0.4|0.4
507|2576.04|3864.06|35549.35|76177.18|50276.94|2535|60|0.4|0.4
508|2586.20|3879.30|35689.56|76477.63|50475.23|2540|60|0.4|0.4
509|2596.38|3894.57|35830.04|76778.67|50673.92|2545|60|0.4|0.4
510|2606.58|3909.87|35970.80|77080.29|50872.99|2550|60|0.4|0.4
511|2616.80|3925.20|36111.84|77382.51|51072.46|2555|60|0.4|0.4
512|2627.04|3940.56|36253.15|77685.33|51272.31|2560|60|0.4|0.4
513|2637.30|3955.95|36394.74|77988.73|51472.56|2565|60|0.4|0.4
514|2647.58|3971.37|36536.60|78292.72|51673.20|2570|60|0.4|0.4
515|2657.88|3986.82|36678.74|78597.31|51874.22|2575|60|0.4|0.4
516|2668.20|4002.30|36821.16|78902.49|52075.64|2580|60|0.4|0.4
517|2678.54|4017.81|36963.85|79208.25|52277.45|2585|60|0.4|0.4
518|2688.90|4033.35|37106.82|79514.61|52479.65|2590|60|0.4|0.4
519|2699.28|4048.92|37250.06|79821.57|52682.23|2595|60|0.4|0.4
520|2709.68|4064.52|37393.58|80129.11|52885.21|2600|60|0.4|0.4
521|2720.10|4080.15|37537.38|80437.24|53088.58|2605|60|0.4|0.4
522|2730.54|4095.81|37681.45|80745.97|53292.34|2610|60|0.4|0.4
523|2741.00|4111.50|37825.80|81055.29|53496.49|2615|60|0.4|0.4
524|2751.48|4127.22|37970.42|81365.19|53701.03|2620|60|0.4|0.4
525|2761.98|4142.97|38115.32|81675.69|53905.96|2625|60|0.4|0.4
526|2772.50|4158.75|38260.50|81986.79|54111.28|2630|60|0.4|0.4
527|2783.04|4174.56|38405.95|82298.47|54316.99|2635|60|0.4|0.4
528|2793.60|4190.40|38551.68|82610.74|54523.09|2640|60|0.4|0.4
529|2804.18|4206.27|38697.68|82923.61|54729.58|2645|60|0.4|0.4
530|2814.78|4222.17|38843.96|83237.07|54936.46|2650|60|0.4|0.4
531|2825.40|4238.10|38990.52|83551.11|55143.74|2655|60|0.4|0.4
532|2836.04|4254.06|39137.35|83865.75|55351.40|2660|60|0.4|0.4
533|2846.70|4270.05|39284.46|84180.99|55559.45|2665|60|0.4|0.4
534|2857.38|4286.07|39431.84|84496.81|55767.89|2670|60|0.4|0.4
535|2868.08|4302.12|39579.50|84813.22|55976.73|2675|60|0.4|0.4
536|2878.80|4318.20|39727.44|85130.23|56185.95|2680|60|0.4|0.4
537|2889.54|4334.31|39875.65|85447.83|56395.56|2685|60|0.4|0.4
538|2900.30|4350.45|40024.14|85766.01|56605.57|2690|60|0.4|0.4
539|2911.08|4366.62|40172.90|86084.79|56815.96|2695|60|0.4|0.4
540|2921.88|4382.82|40321.94|86404.17|57026.75|2700|60|0.4|0.4
541|2932.70|4399.05|40471.26|86724.13|57237.92|2705|60|0.4|0.4
542|2943.54|4415.31|40620.85|87044.68|57449.49|2710|60|0.4|0.4
543|2954.40|4431.60|40770.72|87365.83|57661.45|2715|60|0.4|0.4
544|2965.28|4447.92|40920.86|87687.57|57873.79|2720|60|0.4|0.4
545|2976.18|4464.27|41071.28|88009.89|58086.53|2725|60|0.4|0.4
546|2987.10|4480.65|41221.98|88332.81|58299.66|2730|60|0.4|0.4
547|2998.04|4497.06|41372.95|88656.33|58513.17|2735|60|0.4|0.4
548|3009.00|4513.50|41524.20|88980.43|58727.08|2740|60|0.4|0.4
549|3019.98|4529.97|41675.72|89305.12|58941.38|2745|60|0.4|0.4
550|3030.98|4546.47|41827.52|89630.41|59156.07|2750|60|0.4|0.4
551|3042.00|4563.00|41979.60|89956.29|59371.15|2755|60|0.4|0.4
552|3053.04|4579.56|42131.95|90282.75|59586.62|2760|60|0.4|0.4
553|3064.10|4596.15|42284.58|90609.81|59802.48|2765|60|0.4|0.4
554|3075.18|4612.77|42437.48|90937.47|60018.73|2770|60|0.4|0.4
555|3086.28|4629.42|42590.66|91265.71|60235.37|2775|60|0.4|0.4
556|3097.40|4646.10|42744.12|91594.54|60452.40|2780|60|0.4|0.4
557|3108.54|4662.81|42897.85|91923.97|60669.82|2785|60|0.4|0.4
558|3119.70|4679.55|43051.86|92253.99|60887.63|2790|60|0.4|0.4
559|3130.88|4696.32|43206.14|92584.59|61105.83|2795|60|0.4|0.4
560|3142.08|4713.12|43360.70|92915.79|61324.42|2800|60|0.4|0.4
561|3153.30|4729.95|43515.54|93247.59|61543.41|2805|60|0.4|0.4
562|3164.54|4746.81|43670.65|93579.97|61762.78|2810|60|0.4|0.4
563|3175.80|4763.70|43826.04|93912.94|61982.54|2815|60|0.4|0.4
564|3187.08|4780.62|43981.70|94246.51|62202.70|2820|60|0.4|0.4
565|3198.38|4797.57|44137.64|94580.67|62423.24|2825|60|0.4|0.4
566|3209.70|4814.55|44293.86|94915.41|62644.17|2830|60|0.4|0.4
567|3221.04|4831.56|44450.35|95250.75|62865.50|2835|60|0.4|0.4
568|3232.40|4848.60|44607.12|95586.69|63087.21|2840|60|0.4|0.4
569|3243.78|4865.67|44764.16|95923.21|63309.32|2845|60|0.4|0.4
570|3255.18|4882.77|44921.48|96260.32|63531.81|2850|60|0.4|0.4
571|3266.60|4899.90|45079.08|96598.03|63754.70|2855|60|0.4|0.4
572|3278.04|4917.06|45236.95|96936.33|63977.97|2860|60|0.4|0.4
573|3289.50|4934.25|45395.10|97275.21|64201.64|2865|60|0.4|0.4
574|3300.98|4951.47|45553.52|97614.69|64425.70|2870|60|0.4|0.4
575|3312.48|4968.72|45712.22|97954.77|64650.15|2875|60|0.4|0.4
576|3324.00|4986.00|45871.20|98295.43|64874.98|2880|60|0.4|0.4
577|3335.54|5003.31|46030.45|98636.68|65100.21|2885|60|0.4|0.4
578|3347.10|5020.65|46189.98|98978.53|65325.83|2890|60|0.4|0.4
579|3358.68|5038.02|46349.78|99320.97|65551.84|2895|60|0.4|0.4
580|3370.28|5055.42|46509.86|99663.99|65778.24|2900|60|0.4|0.4
581|3381.90|5072.85|46670.22|100007.61|66005.03|2905|60|0.4|0.4
582|3393.54|5090.31|46830.85|100351.83|66232.20|2910|60|0.4|0.4
583|3405.20|5107.80|46991.76|100696.63|66459.77|2915|60|0.4|0.4
584|3416.88|5125.32|47152.94|101042.02|66687.74|2920|60|0.4|0.4
585|3428.58|5142.87|47314.40|101388.01|66916.09|2925|60|0.4|0.4
586|3440.30|5160.45|47476.14|101734.59|67144.83|2930|60|0.4|0.4
587|3452.04|5178.06|47638.15|102081.75|67373.96|2935|60|0.4|0.4
588|3463.80|5195.70|47800.44|102429.51|67603.48|2940|60|0.4|0.4
589|3475.58|5213.37|47963.00|102777.87|67833.39|2945|60|0.4|0.4
590|3487.38|5231.07|48125.84|103126.81|68063.69|2950|60|0.4|0.4
591|3499.20|5248.80|48288.96|103476.34|68294.39|2955|60|0.4|0.4
592|3511.04|5266.56|48452.35|103826.47|68525.47|2960|60|0.4|0.4
593|3522.90|5284.35|48616.02|104177.19|68756.94|2965|60|0.4|0.4
594|3534.78|5302.17|48779.96|104528.49|68988.81|2970|60|0.4|0.4
595|3546.68|5320.02|48944.18|104880.39|69221.06|2975|60|0.4|0.4
596|3558.60|5337.90|49108.68|105232.89|69453.70|2980|60|0.4|0.4
597|3570.54|5355.81|49273.45|105585.97|69686.74|2985|60|0.4|0.4
598|3582.50|5373.75|49438.50|105939.64|69920.16|2990|60|0.4|0.4
599|3594.48|5391.72|49603.82|106293.91|70153.98|2995|60|0.4|0.4
600|3606.48|5409.72|49769.42|106648.77|70388.19|3000|60|0.4|0.4
601|3618.50|5427.75|49935.30|107004.21|70622.78|3005|60|0.4|0.6
602|3630.54|5445.81|50101.45|107360.25|70857.77|3010|60|0.4|0.6
603|3642.60|5463.90|50267.88|107716.89|71093.14|3015|70|0.4|0.6
604|3654.68|5482.02|50434.58|108074.11|71328.91|3020|70|0.4|0.6
605|3666.78|5500.17|50601.56|108431.92|71565.07|3025|70|0.4|0.6
606|3678.90|5518.35|50768.82|108790.33|71801.62|3030|70|0.4|0.6
607|3691.04|5536.56|50936.35|109149.33|72038.55|3035|70|0.4|0.6
608|3703.20|5554.80|51104.16|109508.91|72275.88|3040|70|0.4|0.6
609|3715.38|5573.07|51272.24|109869.09|72513.60|3045|70|0.4|0.6
610|3727.58|5591.37|51440.60|110229.87|72751.71|3050|70|0.4|0.6
611|3739.80|5609.70|51609.24|110591.23|72990.21|3055|70|0.4|0.6
612|3752.04|5628.06|51778.15|110953.18|73229.10|3060|70|0.4|0.6
613|3764.30|5646.45|51947.34|111315.73|73468.38|3065|70|0.4|0.6
614|3776.58|5664.87|52116.80|111678.87|73708.05|3070|70|0.4|0.6
615|3788.88|5683.32|52286.54|112042.59|73948.11|3075|70|0.4|0.6
616|3801.20|5701.80|52456.56|112406.91|74188.56|3080|70|0.4|0.6
617|3813.54|5720.31|52626.85|112771.83|74429.40|3085|70|0.4|0.6
618|3825.90|5738.85|52797.42|113137.33|74670.64|3090|70|0.4|0.6
619|3838.28|5757.42|52968.26|113503.42|74912.26|3095|70|0.4|0.6
620|3850.68|5776.02|53139.38|113870.11|75154.27|3100|70|0.4|0.6
621|3863.10|5794.65|53310.78|114237.39|75396.67|3105|70|0.4|0.6
622|3875.54|5813.31|53482.45|114605.25|75639.47|3110|70|0.4|0.6
623|3888.00|5832.00|53654.40|114973.71|75882.65|3115|70|0.4|0.6
624|3900.48|5850.72|53826.62|115342.77|76126.23|3120|70|0.4|0.6
625|3912.98|5869.47|53999.12|115712.41|76370.19|3125|70|0.4|0.6
626|3925.50|5888.25|54171.90|116082.64|76614.54|3130|70|0.4|0.6
627|3938.04|5907.06|54344.95|116453.47|76859.29|3135|70|0.4|0.6
628|3950.60|5925.90|54518.28|116824.89|77104.42|3140|70|0.4|0.6
629|3963.18|5944.77|54691.88|117196.89|77349.95|3145|70|0.4|0.6
630|3975.78|5963.67|54865.76|117569.49|77595.87|3150|70|0.4|0.6
631|3988.40|5982.60|55039.92|117942.69|77842.17|3155|70|0.4|0.6
632|4001.04|6001.56|55214.35|118316.47|78088.87|3160|70|0.4|0.6
633|4013.70|6020.55|55389.06|118690.84|78335.96|3165|70|0.4|0.6
634|4026.38|6039.57|55564.04|119065.81|78583.43|3170|70|0.4|0.6
635|4039.08|6058.62|55739.30|119441.37|78831.30|3175|70|0.4|0.6
636|4051.80|6077.70|55914.84|119817.51|79079.56|3180|70|0.4|0.6
637|4064.54|6096.81|56090.65|120194.25|79328.21|3185|70|0.4|0.6
638|4077.30|6115.95|56266.74|120571.59|79577.25|3190|70|0.4|0.6
639|4090.08|6135.12|56443.10|120949.51|79826.68|3195|70|0.4|0.6
640|4102.88|6154.32|56619.74|121328.02|80076.50|3200|70|0.4|0.6
641|4115.70|6173.55|56796.66|121707.13|80326.70|3205|70|0.4|0.6
642|4128.54|6192.81|56973.85|122086.83|80577.30|3210|70|0.4|0.6
643|4141.40|6212.10|57151.32|122467.11|80828.30|3215|70|0.4|0.6
644|4154.28|6231.42|57329.06|122847.99|81079.68|3220|70|0.4|0.6
645|4167.18|6250.77|57507.08|123229.47|81331.45|3225|70|0.4|0.6
646|4180.10|6270.15|57685.38|123611.53|81583.61|3230|70|0.4|0.6
647|4193.04|6289.56|57863.95|123994.18|81836.16|3235|70|0.4|0.6
648|4206.00|6309.00|58042.80|124377.43|82089.10|3240|70|0.4|0.6
649|4218.98|6328.47|58221.92|124761.27|82342.44|3245|70|0.4|0.6
650|4231.98|6347.97|58401.32|125145.69|82596.16|3250|70|0.4|0.6
651|4245.00|6367.50|58581.00|125530.71|82850.27|3255|70|0.4|0.6
652|4258.04|6387.06|58760.95|125916.33|83104.77|3260|70|0.4|0.6
653|4271.10|6406.65|58941.18|126302.53|83359.67|3265|70|0.4|0.6
654|4284.18|6426.27|59121.68|126689.32|83614.95|3270|70|0.4|0.6
655|4297.28|6445.92|59302.46|127076.71|83870.63|3275|70|0.4|0.6
656|4310.40|6465.60|59483.52|127464.69|84126.69|3280|70|0.4|0.6
657|4323.54|6485.31|59664.85|127853.25|84383.15|3285|70|0.4|0.6
658|4336.70|6505.05|59846.46|128242.41|84639.99|3290|70|0.4|0.6
659|4349.88|6524.82|60028.34|128632.17|84897.23|3295|70|0.4|0.6
660|4363.08|6544.62|60210.50|129022.51|85154.86|3300|70|0.4|0.6
661|4376.30|6564.45|60392.94|129413.44|85412.87|3305|70|0.4|0.6
662|4389.54|6584.31|60575.65|129804.97|85671.28|3310|70|0.4|0.6
663|4402.80|6604.20|60758.64|130197.09|85930.08|3315|70|0.4|0.6
664|4416.08|6624.12|60941.90|130589.79|86189.26|3320|70|0.4|0.6
665|4429.38|6644.07|61125.44|130983.09|86448.84|3325|70|0.4|0.6
666|4442.70|6664.05|61309.26|131376.99|86708.81|3330|70|0.4|0.6
667|4456.04|6684.06|61493.35|131771.47|86969.17|3335|70|0.4|0.6
668|4469.40|6704.10|61677.72|132166.54|87229.92|3340|70|0.4|0.6
669|4482.78|6724.17|61862.36|132562.21|87491.06|3345|70|0.4|0.6
670|4496.18|6744.27|62047.28|132958.47|87752.59|3350|70|0.4|0.6
671|4509.60|6764.40|62232.48|133355.31|88014.51|3355|70|0.4|0.6
672|4523.04|6784.56|62417.95|133752.75|88276.82|3360|70|0.4|0.6
673|4536.50|6804.75|62603.70|134150.79|88539.52|3365|70|0.4|0.6
674|4549.98|6824.97|62789.72|134549.41|88802.61|3370|70|0.4|0.6
675|4563.48|6845.22|62976.02|134948.62|89066.09|3375|70|0.4|0.6
676|4577.00|6865.50|63162.60|135348.43|89329.96|3380|70|0.4|0.6
677|4590.54|6885.81|63349.45|135748.83|89594.22|3385|70|0.4|0.6
678|4604.10|6906.15|63536.58|136149.81|89858.88|3390|70|0.4|0.6
679|4617.68|6926.52|63723.98|136551.39|90123.92|3395|70|0.4|0.6
680|4631.28|6946.92|63911.66|136953.57|90389.35|3400|70|0.4|0.6
681|4644.90|6967.35|64099.62|137356.33|90655.18|3405|70|0.4|0.6
682|4658.54|6987.81|64287.85|137759.68|90921.39|3410|70|0.4|0.6
683|4672.20|7008.30|64476.36|138163.63|91187.99|3415|70|0.4|0.6
684|4685.88|7028.82|64665.14|138568.17|91454.99|3420|70|0.4|0.6
685|4699.58|7049.37|64854.20|138973.29|91722.37|3425|70|0.4|0.6
686|4713.30|7069.95|65043.54|139379.01|91990.15|3430|70|0.4|0.6
687|4727.04|7090.56|65233.15|139785.33|92258.31|3435|70|0.4|0.6
688|4740.80|7111.20|65423.04|140192.23|92526.87|3440|70|0.4|0.6
689|4754.58|7131.87|65613.20|140599.72|92795.82|3445|70|0.4|0.6
690|4768.38|7152.57|65803.64|141007.81|93065.15|3450|70|0.4|0.6
691|4782.20|7173.30|65994.36|141416.49|93334.88|3455|70|0.4|0.6
692|4796.04|7194.06|66185.35|141825.75|93605.00|3460|70|0.4|0.6
693|4809.90|7214.85|66376.62|142235.61|93875.51|3465|70|0.4|0.6
694|4823.78|7235.67|66568.16|142646.07|94146.40|3470|70|0.4|0.6
695|4837.68|7256.52|66759.98|143057.11|94417.69|3475|70|0.4|0.6
696|4851.60|7277.40|66952.08|143468.74|94689.37|3480|70|0.4|0.6
697|4865.54|7298.31|67144.45|143880.97|94961.44|3485|70|0.4|0.6
698|4879.50|7319.25|67337.10|144293.79|95233.90|3490|70|0.4|0.6
699|4893.48|7340.22|67530.02|144707.19|95506.75|3495|70|0.4|0.6
